parentUUID,rawTitle,cleanTitle,secondaryLanguageTitle,totalHoursWatched,imdbMatchedTitle,imdbMatchConfidence,imdbLink,imdbGenres,imdbType,imdbUserRating,imdbNumRatings,directorCount,writerCount,castCount,producerCount,composerCount,cinematographerCount,editorCount,castingDirectorCount,artDirectorCount,setDecoratorCount,costumeDesignerCount,makeUpDepartmentCount,productionManagerCount,assistantDirectorCount,artDepartmentCount,soundDepartmentCount,stuntsCount,cameraDepartmentCount,costumeDepartmentCount,editorialDepartmentCount,musicDepartmentCount,scriptDepartmentCount,miscellaneousCrewCount
0339b10d-804f-4eff-8dc5-74354d2f3004,Jindua,Jindua,,600000,Jindua,100,https://www.imdb.com/title/tt5917052/,Family,Film,6.3,338,1,1,20,6,1,1,,,2,,1,4,5,5,4,4,,5,1,,6,,4
b3abe1ae-b6ab-4f41-a539-447672ba4cd3,Iron Man (2008),Iron Man,,600000,Iron Man,100,https://www.imdb.com/title/tt0371746/,"Action, Adventure, Sci-Fi",Film,7.9,1.1M,1,8,95,12,1,1,1,2,4,1,2,29,9,13,221,45,126,197,35,21,53,7,198
667f89ad-a9bb-4078-a2b1-b8938608925e,Kannum Kannum Kollaiyadithaal,Kannum Kannum Kollaiyadithaal,,600000,Kannum Kannum Kollaiyadithaal,100,https://www.imdb.com/title/tt8042292/,"Drama, Romance, Thriller",Film,7.6,7.8K,1,1,21,2,2,2,1,,1,,1,,1,3,,13,,2,,,,,1
da1854a5-7490-4621-96cd-290980f87b79,Jwanita,Jwanita,,600000,Jwanita,100,https://www.imdb.com/title/tt6423608/,"Horror, Mystery, Thriller",Film,4.4,79,1,1,7,1,1,1,1,,,,,,,,,,,1,,1,1,,
4de4e721-4f15-4176-bac9-f1c04371c59f,Kaali Khuhi // काली खुही,Kaali Khuhi,,600000,Kaali Khuhi,100,https://www.imdb.com/title/tt10235600/,"Drama, Horror, Mystery",Film,3.6,1.4K,1,3,27,7,1,1,1,1,1,,2,3,1,5,3,11,3,2,1,4,3,1,5
8b22b07c-6050-4ba7-80a7-82b5199e60de,Koniec świata czyli Kogel Mogel 4,Koniec świata czyli Kogel Mogel 4,,600000,Koniec swiata czyli Kogel Mogel 4,96.97,https://www.imdb.com/title/tt15939446/,Comedy,Film,3.2,280,1,1,31,7,2,1,1,1,,,1,12,,5,15,16,7,31,4,7,14,,24
a018b42c-41a2-43a5-8ba1-1514a67715a5,L.A. Confidential,L.A. Confidential,,600000,L.A. Confidential,88.24,https://www.imdb.com/title/tt0119488/,"Crime, Drama, Mystery",Film,8.2,612K,1,3,115,6,1,1,1,1,1,1,1,11,1,5,55,36,32,32,9,9,90,2,50
9cc51021-bf77-46f5-9500-03f3d45c70cf,Last Summer // Geçen Yaz,Last Summer,,600000,Last Summer,100,https://www.imdb.com/title/tt14550346/,"Drama, Thriller",Film,6.4,1K,1,4,20,6,,1,1,,,,2,3,4,2,6,14,3,7,,19,,,2
9413c9a3-b079-4939-a227-0299f39798b4,Kiss the Ground,Kiss the Ground,,600000,Kiss the Ground,100,https://www.imdb.com/title/tt8618654/,Documentary,Film,8.2,7.5K,2,3,34,43,1,4,6,,,,,1,1,,,4,,6,,4,1,,4
e91d0d45-c493-4ffa-855a-3a3cf3930331,Look Who's Talking Too,Look Who's Talking Too,,600000,Look Who's Talking Too,95.45,https://www.imdb.com/title/tt0100050/,"Comedy, Family, Romance",Film,4.7,49K,1,3,44,3,1,1,1,1,1,1,1,5,3,5,19,32,9,25,3,5,4,1,29
8314ba5d-ec69-4ba8-905b-012c987fb2f6,Let It Snow,Let It Snow,,600000,Let It Snow,100,https://www.imdb.com/title/tt1950235/,"Comedy, Romance",Film,5.8,25K,1,6,39,4,1,1,1,1,1,1,1,11,4,10,25,20,22,38,8,13,6,1,37
89a75f9d-777e-417e-a7e6-842ea2b45c74,LOL // LOL (Laughing Out Loud) ®,LOL,,600000,LOL,100,https://www.imdb.com/title/tt1592873/,"Comedy, Drama, Romance",Film,4.4,58K,1,4,75,12,1,1,1,3,1,1,1,19,12,6,34,26,2,53,9,9,13,3,69
07bfb4c2-b20f-4e75-91f7-ad6b42164816,Los Futbolísimos,Los Futbolísimos,,600000,Los futbolísimos,93.75,https://www.imdb.com/title/tt7132578/,"Comedy, Sport",Film,4.8,406,1,4,40,9,1,1,1,2,1,,1,4,1,4,8,10,7,7,,,4,1,2
69cc3711-7294-4782-bc6c-4911214fab18,Low Season // สุขสันต์วันโสด,Low Season,,600000,Low Season,100,https://www.imdb.com/title/tt11906392/,"Comedy, Horror, Romance",Film,6.4,637,1,6,9,3,1,1,2,,,,,,,,,1,,,,3,,,
71ba3e52-74d6-441d-bae4-e543c27d402e,Lorenzo's Oil,Lorenzo's Oil,,600000,Lorenzo's Oil,92.31,https://www.imdb.com/title/tt0104756/,"Biography, Drama",Film,7.3,24K,1,2,96,6,,1,2,1,1,1,1,10,9,4,42,22,,34,5,10,4,1,15
2e1c31ef-4214-4363-a521-736df4e4cf24,Love Is Colorblind,Love Is Colorblind,,600000,Love Is Color Blind,94.74,https://www.imdb.com/title/tt15979132/,"Comedy, Romance",Film,6.2,830,1,6,17,9,1,1,1,,1,,,2,7,1,6,15,,24,2,20,10,12,85
50940ebd-0cff-44b2-b279-281ff55b48b9,Love Me Instead // Beni Çok Sev,Love Me Instead,,600000,Love Me Instead,100,https://www.imdb.com/title/tt13161356/,Drama,Film,7.0,3.1K,1,1,27,6,1,1,1,,1,,,5,5,7,5,6,,15,4,3,7,1,4
f1fdb591-f3f8-456a-9202-77a16ec6d736,Loucas pra Casar,Loucas pra Casar,,600000,Loucas pra Casar,100,https://www.imdb.com/title/tt3948438/,Comedy,Film,5.8,1.1K,1,2,29,7,,1,,1,1,1,1,2,2,1,3,10,,7,2,7,,1,4
d82f4fd5-5704-4f7c-a01a-11a1bd3dc603,Metamorphosis // 변신,Metamorphosis,,600000,Metamorphosis,100,https://www.imdb.com/title/tt10800758/,"Horror, Thriller",Film,5.9,1.6K,1,1,26,1,,,,,,,,,1,,1,,,14,,,,,25
20d349df-0d85-4b4c-94c2-d55787fac9ff,Man in Love // 當男人戀愛時 // 当男人恋爱时,Man in Love,,1100000,Man in Love,100,https://www.imdb.com/title/tt14428606/,"Drama, Romance",Film,7.0,2.9K,1,3,18,1,,1,1,,,,1,1,,,,1,,,,1,,,
fff29d05-9e3b-4a03-8881-14cb8050cc73,Lowriders,Lowriders,,600000,Lowriders,100,https://www.imdb.com/title/tt1366338/,"Adventure, Crime, Drama",Film,5.7,2.7K,2,2,25,14,1,1,2,1,2,1,1,10,3,4,9,12,12,20,5,12,6,2,34
77d3c598-5a51-4333-81cc-e50f0f9ca62d,Madam Chief Minister // मैडम चीफ़ मिनिस्टर,Madam Chief Minister,,600000,Madam Chief Minister,100,https://www.imdb.com/title/tt13773882/,Drama,Film,4.8,1.9K,1,1,19,6,1,1,1,2,2,,,3,2,5,5,14,1,8,2,2,3,1,4
8b417b1b-d0bc-466a-bf14-e723b9122935,"Masquerade // 광해, 왕이 된 남자",Masquerade,,700000,Masquerade,100,https://www.imdb.com/title/tt0095599/,"Drama, Romance, Thriller",Film,6.1,4.3K,1,2,33,3,1,1,1,1,1,1,1,2,2,3,8,15,9,11,2,8,11,1,13
326bd8a8-ed5a-4553-a06a-cf4b46dee791,Minari // 미나리,Minari,,600000,Minari,100,https://www.imdb.com/title/tt10633456/,Drama,Film,7.4,95K,1,1,32,6,1,1,1,1,2,1,1,6,2,3,8,21,3,28,6,6,15,2,22
0fc4d733-1aff-49b4-8c1b-151a53b2be3e,Midnight Sun (2018),Midnight Sun,,600000,Midnight Sun,100,https://www.imdb.com/title/tt4799066/,"Drama, Romance",Film,6.6,35K,1,2,36,13,1,1,2,1,1,,,6,2,3,9,10,1,12,4,9,8,1,22
68d179ae-c935-452b-9060-7c190eb46ef3,MOTHER // MOTHER マザー,MOTHER,,600000,Mother!,85.71,https://www.imdb.com/title/tt5109784/,"Drama, Horror, Mystery",Film,6.6,247K,1,1,76,7,,1,1,2,4,2,1,25,8,11,44,23,75,38,21,21,15,1,69
c13e1ce8-64d7-4a60-9c64-8c6ad344017f,Namaste Wahala,Namaste Wahala,,600000,Namaste Wahala,100,https://www.imdb.com/title/tt12423052/,"Drama, Romance",Film,5.0,1.6K,1,3,14,4,,1,1,1,1,,1,,,1,,2,,1,,1,3,,
3837fcc8-115b-4386-985c-364394e13c2f,My Village People,My Village People,,600000,My Village People,100,https://www.imdb.com/title/tt13155940/,"Comedy, Fantasy",Film,6.3,49,1,1,16,1,1,1,1,,,,,,1,,,1,,3,,2,1,1,2
9c8901f9-df42-40cb-bc64-fac1ac84c779,Nightcrawler,Nightcrawler,,600000,Nightcrawler,100,https://www.imdb.com/title/tt2872718/,"Crime, Drama, Thriller",Film,7.8,597K,1,1,56,10,1,1,1,1,1,1,1,8,7,13,21,26,46,51,6,8,29,4,71
6c28d26c-4fc7-44ee-888e-5795960ca84f,Neon Lights,Neon Lights,,600000,Neon Lights,100,https://www.imdb.com/title/tt12572084/,"Horror, Mystery, Thriller",Film,3.6,1.3K,1,3,8,12,1,1,2,,2,2,1,2,1,3,1,5,1,6,1,1,,1,5
626c94b6-e869-4bab-af30-b01d70cdd16b,Nine Lives (2016),Nine Lives,,600000,Nine Lives,100,https://www.imdb.com/title/tt4383594/,"Comedy, Drama, Family",Film,5.3,24K,1,5,55,11,2,1,2,3,2,4,1,26,14,18,46,33,23,118,23,23,24,3,103
170937ce-aa19-47b4-9aee-4d59b34a1357,One 2 Ka 4 // वन 2 का 4,One 2 Ka 4,,600000,One 2 Ka 4,100,https://www.imdb.com/title/tt0227194/,"Action, Crime, Drama",Film,5.5,5.6K,1,3,16,2,1,1,,,1,,3,1,1,3,2,2,5,2,,2,15,,1
39b5c94c-b5f8-48a2-add1-f6cf74da6299,Oru Thekkan Thallu Case,Oru Thekkan Thallu Case,,600000,Oru Thekkan Thallu Case,100,https://www.imdb.com/title/tt15043686/,"Action, Comedy, Drama",Film,6.5,1.4K,1,2,9,2,1,1,1,,1,,,1,1,,,4,,,1,1,,,2
8584dfaa-0c3a-452a-be5f-92d570cf12ea,Nobody Knows // 誰も知らない,Nobody Knows,,600000,Nobody Knows,100,https://www.imdb.com/title/tt0408664/,Drama,Film,8.0,31K,1,1,39,5,1,1,1,1,,,,2,4,2,7,9,,9,,5,2,,7
b69dc8c3-83b0-4176-8fb1-3c4222d867c8,Odio l'estate,Odio l'estate,,600000,Odio l'estate,92.31,https://www.imdb.com/title/tt10492998/,Comedy,Film,6.7,3.6K,1,6,25,2,1,1,1,1,,,1,1,,4,4,7,1,17,1,4,1,1,2
a9627887-2931-49d2-b0b5-4827e9ba1c18,Pad Man,Pad Man,,600000,Padman,85.71,https://www.imdb.com/title/tt7218518/,"Comedy, Drama",Film,7.9,29K,1,2,45,13,1,2,1,2,,1,2,,3,9,3,12,1,12,2,5,14,1,18
d5e85074-68c2-4a53-9e34-c0ac2875d57d,Para Betina Pengikut Iblis,Para Betina Pengikut Iblis,,600000,Para Betina Pengikut Iblis,100,https://www.imdb.com/title/tt26347632/,Horror,Film,4.2,196,1,2,15,4,1,1,2,2,1,,1,2,1,1,,6,,1,,2,,1,
57109473-e6e6-4d59-a7ec-b8ae277362e1,Phantom Thread,Phantom Thread,,600000,Phantom Thread,100,https://www.imdb.com/title/tt5776858/,"Drama, Romance",Film,7.4,144K,1,1,86,8,1,1,1,1,3,1,1,33,9,8,68,28,24,45,47,23,28,2,68
f377d305-600a-4fc2-b308-84439f5568df,Point Break (2015),Point Break,,600000,Point Break,100,https://www.imdb.com/title/tt0102685/,"Action, Crime, Thriller",Film,7.3,199K,1,3,57,6,1,1,1,2,2,1,,7,2,10,22,30,46,36,4,12,15,4,59
ee28b206-201b-497c-a885-859810a2da0e,Pee Nak 3 // พี่นาค 3,Pee Nak 3,,600000,Pee Nak 3,100,https://www.imdb.com/title/tt19072268/,"Comedy, Horror",Film,4.9,224,1,,7,,,,,,,,,,,,,,,1,,,,,
f5420582-0ce5-412a-9cdb-5749bc0c01b1,"Paw Patrol: Ready, Race, Rescue","Paw Patrol: Ready, Race, Rescue",,600000,"Paw Patrol: Ready, Race, Rescue!",87.5,https://www.imdb.com/title/tt11015752/,"Animation, Family",Film,4.5,432,2,1,14,4,3,,,,,,,,1,,2,3,,,,3,,,5
a6180804-6c1a-4b4b-83f1-30754658d3b8,Perú: Tesoro escondido,Perú: Tesoro escondido,,600000,Perú: tesoro escondido,90.91,https://www.imdb.com/title/tt7679306/,Documentary,Film,6.1,598,1,1,1,2,1,2,1,,,,,,,,,2,,,,2,,,
d51ac4f6-5482-4d0c-91e8-801f69cc5f5d,Players // प्लेयर्स,Players,,600000,Players,100,https://www.imdb.com/title/tt14833464/,"Comedy, Romance",Film,N/A,N/A,1,1,24,9,1,1,1,2,1,1,1,10,4,3,9,12,2,25,6,6,8,,19
c2f0720b-5bd1-4b8f-8964-a4a00c1454e0,Ranveer vs Wild with Bear Grylls,Ranveer vs Wild with Bear Grylls,,600000,Ranveer vs. Wild with Bear Grylls,96.97,https://www.imdb.com/title/tt19315924/,Documentary,Film,6.9,4.2K,1,1,3,8,1,1,,,,,,,1,1,,7,1,4,,7,2,,2
1dbff498-9413-469c-b7b8-190e449bcc58,RattleSnake - The Ahanna Story,RattleSnake - The Ahanna Story,,600000,RattleSnake: The Ahanna Story,96.55,https://www.imdb.com/title/tt13890834/,Drama,Film,5.0,142,1,1,35,7,2,1,2,,1,,1,5,1,2,6,4,,15,2,3,1,2,5
436d2065-a6ef-4686-ba00-39ec8e01aa59,Ransom (1996),Ransom,,600000,Ransom,100,https://www.imdb.com/title/tt0117438/,"Action, Crime, Thriller",Film,6.7,135K,1,4,97,9,1,1,2,2,1,1,1,11,3,12,44,34,27,63,10,8,40,2,64
1544777a-8b84-4b94-b374-ed4dbf9be326,Rang De Basanti // रंग दे बसंती,Rang De Basanti,,600000,Rang De Basanti,100,https://www.imdb.com/title/tt0405508/,"Comedy, Crime, Drama",Film,8.1,122K,1,4,29,11,1,1,1,2,2,,2,10,3,14,4,13,2,15,1,8,17,1,19
f17b3070-1ded-4aab-bee5-e46e670a7727,Red Riding Hood (2011),Red Riding Hood,,600000,Red Riding Hood,100,https://www.imdb.com/title/tt1486185/,"Fantasy, Horror, Mystery",Film,5.4,115K,1,1,44,7,2,1,2,1,1,2,1,17,6,9,70,35,40,57,25,17,48,3,120
e1eb42ca-a8ca-49e1-871a-19cef688429e,Richie Rich (1994),Richie Rich,,600000,Ri¢hie Ri¢h,81.82,https://www.imdb.com/title/tt0110989/,"Comedy, Family",Film,5.4,73K,1,3,56,8,1,1,1,1,1,2,1,8,1,5,28,33,9,22,7,7,19,1,45
48443815-db85-4b8c-8888-2e43eaea7c28,Route 10 // سكة طويله,Route 10,,600000,Route 10,100,https://www.imdb.com/title/tt18500680/,"Action, Drama, Thriller",Film,4.8,775,1,1,5,6,1,2,,1,1,,1,2,3,3,6,8,7,17,1,4,1,2,4
e257521f-1611-4e66-bab3-162a5fdd2169,Run & Gun,Run & Gun,,600000,Run & Gun,88.89,https://www.imdb.com/title/tt14039086/,"Action, Thriller",Film,5.3,2.5K,1,1,19,17,1,1,2,1,,1,1,5,1,3,9,10,7,17,3,2,5,1,7
c0476be2-c098-49cb-b8f5-5c65deb8fb38,Satria Dewa: Gatotkaca,Satria Dewa: Gatotkaca,,600000,Satria Dewa: Gatotkaca,95.45,https://www.imdb.com/title/tt10090058/,"Action, Adventure, Drama",Film,5.2,852,1,3,107,12,1,4,1,2,1,,9,5,1,2,39,10,9,7,,3,,2,6
ee97ec7d-6867-4720-acf7-d770ed43258e,Sai de Baixo: O Filme,Sai de Baixo: O Filme,,600000,Sai de Baixo: O Filme,95.24,https://www.imdb.com/title/tt8211942/,Comedy,Film,4.7,522,1,4,33,4,1,1,2,1,1,,1,4,3,5,10,10,3,15,6,3,,1,12
adac6768-87ad-4152-8b46-852c0ea2df48,"Run, Fatboy, Run","Run, Fatboy, Run",,600000,Run Fatboy Run,100,https://www.imdb.com/title/tt0425413/,"Comedy, Romance, Sport",Film,6.5,70K,1,3,46,9,1,1,1,1,1,1,1,4,3,10,11,17,10,19,6,8,24,,32
a9a4f8fd-d691-4100-96fa-344e6a746d3b,Shaun the Sheep Movie,Shaun the Sheep Movie,,600000,Shaun the Sheep Movie,100,https://www.imdb.com/title/tt2872750/,"Animation, Adventure, Comedy",Film,7.3,43K,2,3,17,12,1,2,1,,,,,,5,4,61,20,,24,,18,30,,72
27f5a2ad-c977-43bf-8b86-006b30cb4466,Sole a Catinelle,Sole a Catinelle,,600000,Sole a catinelle,100,https://www.imdb.com/title/tt3066270/,Comedy,Film,6.4,6.9K,1,2,28,2,1,1,2,1,,,1,5,3,3,5,4,1,16,1,3,2,,9
7452c58f-07b6-41c0-87d2-5da808964d70,Splice,Splice,,600000,Splice,100,https://www.imdb.com/title/tt1017460/,"Horror, Sci-Fi",Film,5.8,101K,1,5,8,9,1,1,1,4,1,,1,43,4,7,16,37,8,30,5,19,30,2,37
d9ba674b-a571-4520-b099-e9d73bc7e716,South of Heaven,South of Heaven,,600000,South of Heaven,100,https://www.imdb.com/title/tt11284502/,"Crime, Drama, Thriller",Film,5.8,2.3K,1,5,61,14,1,1,1,1,1,1,1,7,,3,3,9,8,10,2,5,14,2,24
18397b5a-87e4-495a-b24a-f28bdc839c22,Smallfoot,Smallfoot,,600000,Smallfoot,100,https://www.imdb.com/title/tt6182908/,"Animation, Adventure, Comedy",Film,6.6,43K,2,9,24,13,1,1,1,1,1,,,,6,1,60,28,,,,23,105,1,85
9f5bf087-9a33-413a-9c05-386a7762c778,Special ID // 特殊身份,Special ID,,600000,Special ID,100,https://www.imdb.com/title/tt2118775/,"Action, Crime",Film,5.5,4.5K,1,2,20,8,1,1,1,,,,,2,1,,1,3,10,5,,,,,4
0f7bc81d-bbc8-45ec-bc3b-9d248756e0c7,Steve Jobs,Steve Jobs,,600000,Steve Jobs,100,https://www.imdb.com/title/tt2080374/,"Biography, Drama",Film,7.2,177K,1,2,240,10,1,1,1,1,2,1,1,13,4,5,59,36,,69,13,22,35,1,105
02a24626-7973-46e3-84a9-0b76e9f63e87,Tag (2018),Tag,,600000,Tag,100,https://www.imdb.com/title/tt2854926/,"Action, Comedy",Film,6.5,145K,1,4,79,7,1,1,1,1,3,2,1,16,4,9,32,21,27,65,13,13,34,2,70
a55b5367-4e87-49e2-a892-4d7f05b987b2,Suzan & Freek: Between You & Me // Suzan & Freek: Tussen Jou en Mij,Suzan & Freek: Between You & Me,,600000,Suzan & Freek: Between You & Me,90.32,https://www.imdb.com/title/tt26230242/,Documentary,Film,6.7,112,1,,9,4,2,,1,,1,,,,7,,,6,,10,,5,2,,11
26de2294-9507-4214-9a1a-46a15887d0a0,Swallow,Swallow,,600000,Swallow,100,https://www.imdb.com/title/tt8372298/,"Drama, Thriller",Film,6.5,28K,1,1,22,19,1,1,1,1,,1,1,7,4,3,8,14,,12,2,8,8,3,35
99536b01-c5c7-42ec-ab7c-2873fd2d7b7d,The Big Ugly,The Big Ugly,,600000,The Big Ugly,100,https://www.imdb.com/title/tt9441638/,"Crime, Drama, Thriller",Film,5.1,6.7K,1,3,38,11,1,1,1,2,1,1,1,7,3,3,17,22,8,29,8,10,10,2,40
36550a5d-01fb-49cc-9992-bd71e6f04a31,Tamara (2016),Tamara,,600000,Tamara,100,https://www.imdb.com/title/tt0401815/,"Drama, Fantasy, Horror",Film,5.0,11K,1,1,16,17,1,2,1,1,,1,1,12,2,6,16,18,7,24,5,2,4,1,10
8fb25432-7b7e-4687-8f16-8e988d777941,Take Point // PMC: 더 벙커,Take Point,,600000,Take Point,100,https://www.imdb.com/title/tt7156436/,"Action, Thriller",Film,5.4,1.5K,1,1,60,20,2,2,3,1,1,3,2,11,5,5,10,9,15,27,6,4,13,2,123
1f454cbe-5b83-4f7b-af14-6a60a8246fe1,Tamara Vol. 2,Tamara Vol. 2,,600000,Tamara Vol. 2,92.31,https://www.imdb.com/title/tt7533422/,"Comedy, Romance",Film,5.2,251,1,9,51,7,1,1,1,1,,,,5,5,6,7,11,1,15,4,7,2,1,8
d59a03cb-ce94-411a-92d4-a77e166fc990,The Doll 3,The Doll 3,,600000,The Doll 3,100,https://www.imdb.com/title/tt11853944/,"Horror, Thriller",Film,4.6,272,1,2,13,2,1,1,1,3,2,,1,3,2,,,3,2,,,2,,1,
5f698ca3-ed48-46cf-951f-d38e02de2d94,The Doll 2,The Doll 2,,600000,The Doll 2,100,https://www.imdb.com/title/tt6409782/,"Horror, Thriller",Film,5.2,710,1,3,16,3,1,1,1,2,2,,1,5,1,2,1,4,,1,,,,1,
14f9a36e-e67f-4b00-b3c4-81fd702e8763,The Claus Family 2 // De Familie Claus 2,The Claus Family 2,,600000,The Claus Family 2,100,https://www.imdb.com/title/tt14384176/,"Comedy, Family, Fantasy",Film,5.5,958,1,2,23,4,1,1,1,,1,3,2,11,1,2,26,18,,35,4,3,9,1,16
48593cdd-2b0a-409f-af12-358c54cd0b00,The Bye Bye Man,The Bye Bye Man,,600000,The Bye Bye Man,100,https://www.imdb.com/title/tt4030600/,"Drama, Fantasy, Horror",Film,4.3,26K,1,2,36,14,1,1,1,2,1,1,1,17,3,6,32,19,13,38,7,13,12,1,56
51a55b86-11c3-4543-be58-2e26fda2bd89,The Conductor (2019),The Conductor,,600000,The Conductor,100,https://www.imdb.com/title/tt6932818/,"Biography, Drama",Film,7.3,4.3K,1,1,75,16,2,1,1,2,3,,1,27,12,8,34,13,1,59,20,4,28,6,79
44e17504-b6f9-44f9-a5d5-5f475dd925ae,The Cabin in the Woods,The Cabin in the Woods,,600000,The Cabin in the Woods,100,https://www.imdb.com/title/tt1259521/,"Horror, Mystery, Thriller",Film,7.0,446K,1,2,52,4,1,1,1,2,3,1,1,76,4,11,48,28,69,69,21,18,30,2,80
29638228-4b2d-4341-b159-07a8c7660c49,The Boys in the Band,The Boys in the Band,,600000,The Boys in the Band,100,https://www.imdb.com/title/tt10199914/,Drama,Film,6.8,18K,1,3,32,12,,1,1,3,3,2,1,23,5,4,32,15,4,38,16,11,3,1,44
4c93ee99-e021-488c-80ea-152c8d0f6bf0,The God Committee,The God Committee,,600000,The God Committee,100,https://www.imdb.com/title/tt6852526/,Drama,Film,5.8,4.6K,1,2,36,27,1,1,1,1,1,1,1,8,1,3,6,5,3,16,3,8,4,1,11
f8af50f5-e90c-4026-a384-c94e70edc131,The Last Vermeer,The Last Vermeer,,600000,The Last Vermeer,100,https://www.imdb.com/title/tt8337320/,"Drama, War",Film,6.7,5.4K,1,4,52,9,1,1,1,1,6,1,1,11,7,22,56,25,18,51,18,26,15,1,47
f202159b-4a54-4537-8960-4cd07cf6502b,The Island (2005),The Island,,600000,The Island,100,https://www.imdb.com/title/tt0399201/,"Action, Sci-Fi, Thriller",Film,6.8,326K,1,4,117,9,1,1,2,1,4,1,1,23,5,15,102,55,104,106,25,30,157,1,114
0f6b9a3f-647b-40af-a675-2de36c92e920,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,,600000,The Mortal Instruments: City of Bones,97.3,https://www.imdb.com/title/tt1538403/,"Action, Adventure, Fantasy",Film,5.8,138K,1,2,38,12,1,1,1,1,1,2,1,39,5,10,92,36,65,58,21,30,39,2,58
0d33a792-3399-47d1-913f-8ef87ab6bb4a,The Magic School Bus Rides Again Kids In Space,The Magic School Bus Rides Again Kids In Space,,600000,The Magic School Bus Rides Again: Kids in Space,97.87,https://www.imdb.com/title/tt12730310/,"Animation, Adventure, Comedy",Film,6.3,104,1,3,12,11,1,,1,2,1,,,,3,1,8,2,,,,3,,,8
001c27b4-6dda-47a8-8ac0-874e529b65f1,The Mask (1994),The Mask,,600000,The Mask,100,https://www.imdb.com/title/tt0110475/,"Action, Comedy, Crime",Film,6.9,415K,1,3,56,6,1,1,1,2,1,1,1,16,4,3,47,37,42,38,4,15,51,1,54
196bedf4-24f5-4a30-87e7-06fb741499bd,The Nest: Season 1,The Nest,,600000,The Nest,100,https://www.imdb.com/title/tt8338762/,"Drama, Romance, Thriller",Film,6.3,18K,1,1,38,19,1,1,1,2,2,2,1,12,5,9,50,29,8,40,15,22,10,3,83
83368ab5-0212-4c41-88f6-9b35870ef78e,The November Man,The November Man,,600000,The November Man,100,https://www.imdb.com/title/tt2402157/,"Action, Adventure, Crime",Film,6.3,70K,1,3,44,24,1,1,1,2,1,1,1,11,3,4,33,31,43,40,9,13,20,1,62
f03dd1af-0fc1-43bf-9e8b-fa4d1d89ddfd,The Short Game,The Short Game,,600000,The Short Game,100,https://www.imdb.com/title/tt2466830/,"Documentary, Sport",Film,7.3,1.7K,1,,52,8,1,14,1,,,,,1,1,,,18,,17,,19,12,,25
b9aa4a25-a7b0-44c9-a2ae-0acf4c268131,The River Runner,The River Runner,,600000,The River Runner,100,https://www.imdb.com/title/tt15293256/,Documentary,Film,6.9,2K,1,1,,12,4,7,2,,,,,,1,,,3,,3,,4,6,,
66636253-2117-43ed-bb16-6ebf89998f23,The Protege,The Protege,,600000,The Protégé,81.82,https://www.imdb.com/title/tt6079772/,"Action, Thriller",Film,6.1,38K,1,1,44,32,1,1,1,3,2,2,2,40,10,26,20,21,44,60,6,7,6,3,47
4d923724-06f0-47fe-ae72-04b4db5374b9,The Rachel Divide,The Rachel Divide,,600000,The Rachel Divide,100,https://www.imdb.com/title/tt8106570/,Documentary,Film,6.3,2.8K,1,2,33,5,,2,1,,,,,,1,,,3,,5,,5,,,2
9d701eee-7b21-4633-8e99-b5bf69d366c4,The Railway Man,The Railway Man,,600000,The Railway Man,100,https://www.imdb.com/title/tt2058107/,"Biography, Drama, Romance",Film,7.1,42K,1,3,61,18,1,1,1,1,,1,1,24,5,15,94,35,27,74,36,24,16,2,169
25df98d9-87ef-4d39-a456-62f8b4427d37,The Secret Garden (2020),The Secret Garden,,600000,The Secret Garden,100,https://www.imdb.com/title/tt0108071/,"Drama, Family, Fantasy",Film,7.3,44K,1,2,19,5,1,1,1,1,2,1,1,2,1,3,14,23,,16,4,11,6,1,33
c7e6cbed-9ec1-4450-8348-f1fe9597a806,The Phantom of the Open,The Phantom of the Open,,600000,The Phantom of the Open,100,https://www.imdb.com/title/tt12572040/,"Comedy, Drama, Sport",Film,7.0,6.9K,1,3,57,19,1,1,1,1,1,1,1,16,6,9,22,15,7,22,15,10,16,2,52
1e1a0254-0da8-468f-bbd4-84f63d451344,The Next Skin // La próxima piel,The Next Skin,,600000,The Next Skin,100,https://www.imdb.com/title/tt4034208/,"Drama, Mystery, Thriller",Film,6.1,2.1K,2,4,26,8,1,1,1,1,1,,2,3,4,3,8,10,4,11,1,4,6,1,10
14dbf09b-0ce3-4e5f-8398-69c0131c4572,The Transporter,The Transporter,,600000,The Transporter,100,https://www.imdb.com/title/tt0293662/,"Action, Crime, Thriller",Film,6.8,319K,2,2,24,5,1,1,1,1,,,1,7,18,15,30,21,77,55,8,10,11,4,97
2a64fe09-b0d4-483d-83f3-99421746bd95,The Three Deaths of Marisela Escobedo // Las tres muertes de Marisela Escobedo,The Three Deaths of Marisela Escobedo,,600000,The Three Deaths of Marisela Escobedo,100,https://www.imdb.com/title/tt13206564/,"Documentary, Crime",Film,8.1,1.9K,1,,15,8,1,1,1,,,,,,2,1,,14,,5,,8,5,,8
145f82c3-b466-4a9f-9b0a-4e41ec50d46d,The Unborn (2009),The Unborn,,600000,The Unborn,100,https://www.imdb.com/title/tt1139668/,"Horror, Mystery, Thriller",Film,4.7,53K,1,1,57,5,1,1,1,2,1,1,1,51,4,7,55,25,23,74,11,18,6,4,75
